"","seqnames","start","end","width","strand","Conc","Conc_metastasis","Conc_primary","Fold","p.value","FDR"
"348","chr11",94602857,94603257,401,"*",8.53646096600582,6.05037439216883,9.40159605072913,-2.11174392313886,3.12621529520853e-05,0.0130534351656757
"349","chr5",96718546,96718946,401,"*",8.41407152757221,5.6655123135706,9.30253275092108,-2.16853968686863,3.12656964730176e-05,0.0130534351656757
"350","chr8",97539774,97540174,401,"*",6.1687159534726,7.12518646660306,2.09637638491728,2.19965214906142,3.13205348147018e-05,0.0130534351656757
"351","chr10",15864429,15864829,401,"*",4.46894445649167,1.27971406884491,5.38760990217532,-2.21663275087998,3.13252457416192e-05,0.0130534351656757
"352","chr13",95100429,95100829,401,"*",6.98427186517658,3.21093983689396,7.93052879833378,-2.21565678993106,3.21196194583175e-05,0.0133065716026644
"353","chr4",96362268,96362668,401,"*",5.87729808156195,6.81068596684887,2.40728219322295,2.22189265180675,3.22606083191079e-05,0.0133065716026644
"354","chr6",153031328,153031728,401,"*",6.77185714761651,4.11942463635464,7.65230627716162,-2.14475426567258,3.2288806323014e-05,0.0133065716026644
"355","chr8",54937814,54938214,401,"*",5.84639337069907,6.78737606288149,2.20550085798161,2.21880490559573,3.22966206239803e-05,0.0133065716026644
"356","chr8",36779052,36779452,401,"*",5.28235781788163,6.18824545561816,2.29731911176377,2.19508221170922,3.28074314131042e-05,0.0134790622140626
"357","chr6",106537601,106538001,401,"*",5.48415450489068,6.33287941367908,3.15565780571751,2.05343255982933,3.30455173368143e-05,0.0135288582455793
"358","chr5",73119418,73119818,401,"*",7.87860949439494,4.72622657936316,8.79510877404804,-2.20610142709953,3.31136250336201e-05,0.0135288582455793
"359","chr12",107524173,107524573,401,"*",5.1612050355174,6.03224748220596,2.61340833099157,2.11973822637041,3.34982897434461e-05,0.0136478937354747
"360","chr12",5305889,5306289,401,"*",4.9194136009275,5.77298295903797,2.54634050804053,2.06895744266328,3.36139555678417e-05,0.0136569766588189
"361","chr3",55527395,55527795,401,"*",5.15371727760256,6.06309902978607,2.11582434075963,2.19357244852129,3.37323655035633e-05,0.0136671210748288
"362","chr3",193869717,193870117,401,"*",9.71108515737265,7.13130825984599,10.5850819312553,-2.12015726585651,3.4155110504368e-05,0.0137709782448077
"363","chr16",16028213,16028613,401,"*",8.06433033581896,4.5277040744877,9.00079102875512,-2.20919380316408,3.41770025629355e-05,0.0137709782448077
"364","chr20",8372810,8373210,401,"*",5.95804731968708,6.87369773796948,2.81983635956575,2.19723726463476,3.44357907808266e-05,0.0138371332493594
"365","chr10",31977832,31978232,401,"*",6.51376475639147,3.37063376659442,7.42971087310035,-2.19817646371846,3.45888198023341e-05,0.0138605455878592
"366","chr17",67421818,67422218,401,"*",8.44338522095493,5.51903439341024,9.34508865802171,-2.17600621202135,3.47932086781097e-05,0.0138996460774231
"367","chr8",92041951,92042351,401,"*",7.54766440441102,8.48056976047758,4.0878221341257,2.20534783852269,3.48764570257498e-05,0.0138996460774231
"368","chr4",1727339,1727739,401,"*",7.85776151896344,3.85926429881022,8.81190932650913,-2.17956701253255,3.50404255999333e-05,0.0139027200496122
"369","chr18",23331250,23331650,401,"*",5.0722809142316,5.9361815406687,2.59873211273947,2.08881800400162,3.5074274587779e-05,0.0139027200496122
"370","chr3",2133198,2133598,401,"*",4.88141789209414,5.75503348114224,2.30581103158442,2.11950692598841,3.53671207729872e-05,0.0139809096020005
"371","chr20",56808569,56808969,401,"*",8.60433443528331,9.48689723128211,5.92720918286544,2.13155459943905,3.60551983725344e-05,0.0142144947028581
"372","chr18",10243315,10243715,401,"*",5.04124994972977,5.9443894604022,2.09637638491728,2.16928386854144,3.63635481825806e-05,0.0142576142440362
"373","chr3",1272908,1273308,401,"*",6.39977290638306,7.34086688027796,2.75621277419963,2.1924886893356,3.63737499903467e-05,0.0142576142440362
"374","chr15",71288519,71288919,401,"*",6.20983578430468,2.69024227163543,7.14552480346582,-2.19573365669132,3.64570073789143e-05,0.0142576142440362
"375","chr12",97381444,97381844,401,"*",6.5168610713518,7.43887310054865,3.26867179127664,2.19080045101144,3.66922837409988e-05,0.0142921869775789
"376","chr2",36858868,36859268,401,"*",7.89496572837577,5.05519888074073,8.79051384718453,-2.15544258405182,3.67408405593289e-05,0.0142921869775789
"377","chr1",81034334,81034734,401,"*",6.77111368562216,7.65956277274704,4.02270544878989,2.13658590145203,3.73532576240745e-05,0.0144918749950335
"378","chr7",45959237,45959637,401,"*",5.68612506776945,2.61998996789552,6.59731871564584,-2.17404646516813,3.75496327805501e-05,0.0145123947331272
"379","chr1",94641988,94642388,401,"*",7.38700699576277,3.68956509392465,8.33030342507898,-2.1834063072053,3.7604588988782e-05,0.0145123947331272
"380","chr1",117638809,117639209,401,"*",7.92899812898881,8.80762028348384,5.29754532460946,2.11496996146992,3.78540011229675e-05,0.014570204263815
"381","chr20",17698302,17698702,401,"*",7.63574393679142,8.53895873240799,4.68978582079068,2.16032966338218,3.84976758899878e-05,0.0147715280757572
"382","chr6",107474991,107475391,401,"*",5.94941463536044,6.85071586463941,3.03075613657426,2.15518827407864,3.85790332887057e-05,0.0147715280757572
"383","chrX",139580899,139581299,401,"*",6.07080751302727,6.91425909109715,3.78915553211643,2.0213425823708,3.8760940055286e-05,0.014802428554168
"384","chr10",4679315,4679715,401,"*",6.75365779711067,3.96671445209111,7.6451604448752,-2.13675035596178,3.88888516921187e-05,0.0148115152917956
"385","chrX",139172730,139173130,401,"*",4.96412237103384,5.88596020015885,1.7190657000385,2.17923327135074,3.89872654059873e-05,0.0148115152917956
"386","chr1",162074506,162074906,401,"*",8.42309333999957,5.72738712582848,9.30722096198159,-2.12354734303953,3.92738679372693e-05,0.0148621332971981
"387","chr15",30922434,30922834,401,"*",6.8123725794908,2.8196110785272,7.76633478415977,-2.14863062451684,3.93237268638602e-05,0.0148621332971981
"388","chr5",67160959,67161359,401,"*",6.57449765573097,2.85464733405261,7.51868514562587,-2.1678760447978,3.98449173626342e-05,0.0150203015286813
"389","chr16",82329782,82330182,401,"*",6.71098741895079,7.57479103884986,4.2384188096756,2.07240674876824,4.00533513814772e-05,0.0150600601194354
"390","chrX",87728568,87728968,401,"*",5.01634400623856,5.92774286650689,1.94697284528043,2.16167954677553,4.03764691607051e-05,0.0151426253469779
"391","chr4",185498312,185498712,401,"*",5.69567716484068,6.62984509135454,2.20905436849907,2.17225358254321,4.05964048677914e-05,0.0151861702342267
"392","chr9",109912265,109912665,401,"*",6.75619626777797,3.27520766461559,7.69010060418773,-2.17155243417812,4.07267034263563e-05,0.0151960473213076
"393","chr10",16440740,16441140,401,"*",7.08810547388629,3.66934140415636,8.01902583729531,-2.16967000104523,4.12063853110104e-05,0.015335905193714
"394","chr20",13336571,13336971,401,"*",6.92737745967033,7.81984879797974,4.12797384156213,2.12911360576088,4.14314897132988e-05,0.0153805467295075
"395","chr5",19734866,19735266,401,"*",5.8521098572676,6.74462086389323,3.0521935052842,2.12913868290508,4.18680285160499e-05,0.0153904188176739
"396","chr11",16902129,16902529,401,"*",8.24317054330627,5.6843671128002,9.11523787496887,-2.08404119472422,4.20493696576141e-05,0.0153904188176739
"397","chr1",246262292,246262692,401,"*",5.64027173625639,2.36640028435753,6.56369696510724,-2.16387102009715,4.20977376689395e-05,0.0153904188176739
"398","chr16",53208160,53208560,401,"*",6.06942404093615,3.0170401444941,6.97974018516899,-2.15250790859513,4.21260882239742e-05,0.0153904188176739
"399","chrX",5431791,5432191,401,"*",5.36334365435771,6.2453243163724,2.69306503866428,2.10624446596802,4.23382442244314e-05,0.0153904188176739
"400","chr2",35946513,35946913,401,"*",7.33541675922002,8.22898920534538,4.52170734110245,2.12663653345289,4.24408410353949e-05,0.0153904188176739
"401","chr20",1758061,1758461,401,"*",5.65512985720761,6.52198834541716,3.15133701815156,2.06965765617166,4.25085386854106e-05,0.0153904188176739
"402","chr6",124420480,124420880,401,"*",5.95399450121367,6.88311758778043,2.57139434268505,2.16254229682053,4.25981316733754e-05,0.0153904188176739
"403","chrX",122614606,122615006,401,"*",5.27030864913189,6.15794799826053,2.53193534600158,2.11332201746782,4.26372210994995e-05,0.0153904188176739
"404","chr6",124070790,124071190,401,"*",5.73845639400343,6.64100174751857,2.8021117660768,2.1420121047645,4.26832201572192e-05,0.0153904188176739
"405","chr18",69788148,69788548,401,"*",6.18910324987025,3.23340865413836,7.09299120730115,-2.1420559225442,4.27485083596067e-05,0.0153904188176739
"406","chr5",73823522,73823922,401,"*",6.90551294818816,4.20621947768679,7.78994016901023,-2.10838722619382,4.28428207718712e-05,0.0153904188176739
"407","chr10",24344293,24344693,401,"*",6.12972390424264,3.52024313436823,7.00640143132566,-2.09671224658721,4.28663960278742e-05,0.0153904188176739
"408","chr18",7922277,7922677,401,"*",4.94875096617091,1.86506846451967,5.86105152447053,-2.14479271926897,4.29514934807114e-05,0.0153904188176739
"409","chr8",93883398,93883798,401,"*",8.24491531858143,9.16047826119002,5.1081564347217,2.15359112163437,4.31614355081838e-05,0.0153904188176739
"410","chr20",60372871,60373271,401,"*",7.16092767613159,8.08127282762002,3.94242311209006,2.15713167143972,4.32021565080697e-05,0.0153904188176739
"411","chr1",61241303,61241703,401,"*",5.44577366064316,2.28927475523674,6.36251782549173,-2.15315118681153,4.32468832663127e-05,0.0153904188176739
"412","chr12",61213592,61213992,401,"*",6.12492521048454,7.0455865123732,2.90083981427417,2.15642824521583,4.33963710727314e-05,0.0154061330548107
"413","chr18",24228350,24228750,401,"*",7.27653841068775,4.09543557316062,8.19473108100295,-2.15255703738854,4.3732440992308e-05,0.0154878492719103
"414","chr17",40915199,40915599,401,"*",7.52288456088983,4.64616154636709,8.42116972796556,-2.12913914962597,4.39815353695063e-05,0.0155384427277427
"415","chr18",6683141,6683541,401,"*",6.11231021604718,7.02893673843318,2.95779017879931,2.14945746073154,4.42058962679264e-05,0.0155393938269174
"416","chr10",66844184,66844584,401,"*",6.31290438053871,2.38435149475123,7.26473598513265,-2.13016615772439,4.42944483190896e-05,0.0155393938269174
"417","chr8",143573995,143574395,401,"*",9.28525788915739,7.09731277032232,10.1175696583015,-1.97755733115197,4.43029537399808e-05,0.0155393938269174
"418","chr13",67803116,67803516,401,"*",5.94827912280719,6.86815509155402,2.73801496133621,2.15098053048774,4.44954640413682e-05,0.01555966609821
"419","chr5",98432192,98432592,401,"*",6.72507481026676,7.65570282041049,3.3122585068453,2.15252848615921,4.45735115623119e-05,0.01555966609821
"420","chr8",9782368,9782768,401,"*",6.30513435417974,7.18515149409516,3.65769252904705,2.0893853926159,4.49434671939637e-05,0.015591562160226
"421","chr7",121446512,121446912,401,"*",6.78653776309567,7.67045061866022,4.09339712676928,2.0976673613044,4.49697718882767e-05,0.015591562160226
"422","chr6",101402665,101403065,401,"*",6.50531083429564,7.41634172576287,3.44173681545625,2.13892455536985,4.52748149520156e-05,0.015591562160226
"423","chr3",194906202,194906602,401,"*",6.50095131317573,3.38212915705751,7.41542597958933,-2.1431395333032,4.54134443169912e-05,0.015591562160226
"424","chr4",185305830,185306230,401,"*",7.985250723688,4.15271266226692,8.93370762314832,-2.12864500795959,4.54275158862754e-05,0.015591562160226
"425","chrX",152733548,152733948,401,"*",4.88650521272356,5.81397611797205,1.5363298702349,2.14838351944881,4.54814213011346e-05,0.015591562160226
"426","chr17",2650772,2651172,401,"*",7.01843367644074,4.29433351809072,7.90491075800348,-2.10408313901709,4.55008281049419e-05,0.015591562160226
"427","chr14",33406748,33407148,401,"*",5.88896825881879,6.81790547926591,2.51005427015728,2.14827128696432,4.55176738118505e-05,0.015591562160226
"428","chr10",113712741,113713141,401,"*",8.47321014004164,5.59899977849372,9.37131159080736,-2.12097717272296,4.57734356861355e-05,0.0156425369093386
"429","chr12",5260613,5261013,401,"*",8.02938973202829,8.92901209631158,5.13423530188998,2.12102050079431,4.62240848219007e-05,0.0157597192130314
"430","chr4",142095932,142096332,401,"*",5.95333242953889,2.67573807821458,6.87696032320918,-2.14373579254043,4.6335992951315e-05,0.0157611341233282
"431","chr10",20878412,20878812,401,"*",7.05391299291902,3.48192832543841,7.99194553775345,-2.13779978129418,4.65772364928652e-05,0.0157738873366728
"432","chrX",113935405,113935805,401,"*",6.74902195728411,2.83274486917797,7.70043494222924,-2.11576461913228,4.65891766220167e-05,0.0157738873366728
"433","chr20",38317384,38317784,401,"*",4.8903658879116,5.74001419447147,2.55348950788053,2.01866816597356,4.69188535734847e-05,0.0158291054074505
"434","chr10",87635668,87636068,401,"*",7.83148885783681,4.97913633979998,8.72797756580803,-2.11334463088217,4.69687123751129e-05,0.0158291054074505
"435","chr10",89051245,89051645,401,"*",6.04307782334899,6.90973710418958,3.54134387190377,2.05515364189796,4.75502647236246e-05,0.0159715669501104
"436","chr6",94092649,94093049,401,"*",4.52037260538367,5.43207430152852,1.44621178310991,2.13091355740245,4.7609823266478e-05,0.0159715669501104
"437","chr12",53939634,53940034,401,"*",5.44881867861738,6.29276868598362,3.16281073685837,1.99560174649715,4.77191867341423e-05,0.0159716227196398
"438","chr12",115163746,115164146,401,"*",5.38012645302022,6.28547089635351,2.40312206871913,2.1181713156758,4.88378779403053e-05,0.0162590137949052
"439","chr15",63367443,63367843,401,"*",6.68738540159092,3.09134762578727,7.62646446729895,-2.12638756574858,4.88576880651993e-05,0.0162590137949052
"440","chr19",50842175,50842575,401,"*",7.06628406687858,7.99787462887376,3.63378732011253,2.13172278678445,4.89113252048232e-05,0.0162590137949052
"441","chr3",169349363,169349763,401,"*",8.39585931705451,5.91432876435059,9.26054718227957,-2.04383029663945,4.93260294901268e-05,0.0163596879304851
"442","chr18",77065474,77065874,401,"*",6.66450048099769,3.01162864978506,7.60598122376326,-2.12215901684957,4.94610715237536e-05,0.0163673623650459
"443","chr16",13060913,13061313,401,"*",6.0448249291835,6.97552282970429,2.63058908270144,2.12857109700955,4.9672940363022e-05,0.01640036783128
"444","chr20",56826809,56827209,401,"*",6.80467399737776,7.73930774343351,3.30803772790284,2.12433473806695,5.01540409547107e-05,0.0164558533927521
"445","chr2",121255371,121255771,401,"*",8.63253321124629,5.78818905292309,9.52842443590906,-2.10198426220996,5.01733172071139e-05,0.0164558533927521
"446","chr8",90874822,90875222,401,"*",6.97058964029736,7.87172274226092,4.05430348904391,2.1086015805153,5.01785170183193e-05,0.0164558533927521
"447","chr12",24078324,24078724,401,"*",7.53508377016047,8.4621342808203,4.1930380331877,2.12597411318025,5.04537822108543e-05,0.0165091096225691
"448","chr9",129840027,129840427,401,"*",6.11687872512969,6.9666265649827,3.77909586285957,2.00405776360865,5.07638413278866e-05,0.0165716903860023
"449","chr8",124692372,124692772,401,"*",5.0648245460124,5.91867435555105,2.6891235369228,2.00977309764185,5.08716361053646e-05,0.0165716903860023
"450","chr18",22467852,22468252,401,"*",6.93106800683719,4.33153866956738,7.80685411827015,-2.06193380126101,5.11108695723627e-05,0.0166126227269601
"451","chr20",38131534,38131934,401,"*",5.78263506086491,6.60837334576869,3.64694231387101,1.94501619873152,5.1235352759644e-05,0.0166161588382185
"452","chr12",111120400,111120800,401,"*",4.84233339939622,5.73100021194569,2.09121401556126,2.0832719114409,5.18973843614495e-05,0.0167752535073871
"453","chr4",30950746,30951146,401,"*",7.48978052559864,5.04764296910223,8.35053613870505,-2.02604224750997,5.19552989036698e-05,0.0167752535073871
"454","chr17",4492948,4493348,401,"*",9.37847354925666,6.98061747994818,10.23466542033,-2.01662039614464,5.21411782567192e-05,0.0167820980586366
"455","chr18",5142086,5142486,401,"*",6.88737405845202,7.77280031503345,4.17604828885159,2.07649536388072,5.22868250370551e-05,0.0167820980586366
"456","chr4",7757512,7757912,401,"*",6.98367258743905,3.8912107190411,7.89652161098953,-2.11215070607575,5.23490558784026e-05,0.0167820980586366
"457","chr7",78487302,78487702,401,"*",7.04784773623254,7.98385142829562,3.52133397689534,2.113273006487,5.24354510528696e-05,0.0167820980586366
"458","chr9",15352358,15352758,401,"*",6.7896422617877,7.70505573944174,3.65536088181708,2.11141517236235,5.32253618784083e-05,0.0169733841751895
"459","chr10",5611874,5612274,401,"*",6.95282832415222,4.40841005173746,7.82355447151056,-2.04272191626485,5.32652145190341e-05,0.0169733841751895
"460","chr5",55517835,55518235,401,"*",7.84801603702204,8.76362860039879,4.71043364991255,2.11037115368191,5.34429352074281e-05,0.0169929945112593
"461","chr17",81066048,81066448,401,"*",8.67090728148938,6.13205938382718,9.54111014062686,-2.04190655015926,5.39652180243556e-05,0.0170924302516371
"462","chr14",80215751,80216151,401,"*",6.23859438163399,7.11327395282351,3.65131486644399,2.05047016892801,5.398938068326e-05,0.0170924302516371
"463","chr20",24149970,24150370,401,"*",5.59423633382673,6.41419400841307,3.50279287432893,1.92130683633931,5.4127934603084e-05,0.0170992834271825
"464","chr20",5543427,5543827,401,"*",4.99333436983545,5.85092081383014,2.58210531215091,2.01481472898484,5.4413037833658e-05,0.0171398004134192
"465","chr4",80077656,80078056,401,"*",6.07063761359168,2.81589059131919,6.99301301967366,-2.10919714300109,5.44905594831258e-05,0.0171398004134192
"466","chr7",4436487,4436887,401,"*",5.4759765591544,6.37748082141151,2.55444759982863,2.09413068801128,5.479888249955e-05,0.0171997934547515
"467","chr9",78871571,78871971,401,"*",5.76399441091989,2.84819335138335,6.66509309815451,-2.09210950405533,5.49440317833659e-05,0.017208423693281
"468","chr20",60138240,60138640,401,"*",4.98956027088364,5.89180593941984,2.05749714655876,2.09438997832018,5.51731759815613e-05,0.0172087781692786
"469","chr8",107930428,107930828,401,"*",6.13328887098019,7.03073800527511,3.26796236182586,2.08361208282948,5.51804747674867e-05,0.0172087781692786
"470","chr1",234980681,234981081,401,"*",7.13900723816133,4.48881065834664,8.01926302810279,-2.05735614363544,5.53218750286825e-05,0.017216167508926
"471","chr6",123905322,123905722,401,"*",6.18709836147634,7.08038929959705,3.37706090908063,2.07715802096997,5.57459736969638e-05,0.0172869503800638
"472","chr2",52934431,52934831,401,"*",8.33531683966455,5.70366514310903,9.2139564502622,-2.05371134899885,5.58918921375829e-05,0.0172869503800638
"473","chr3",10812308,10812708,401,"*",7.03293763820065,7.9728324386852,3.41785661063849,2.09292924691886,5.59904818268091e-05,0.0172869503800638
"474","chr8",105536770,105537170,401,"*",5.85552087851042,6.73264763337104,3.24099661662804,2.05064204464186,5.63371683380764e-05,0.0172869503800638
"475","chr8",17820889,17821289,401,"*",4.46952347853953,1.78959623849046,5.35232365006105,-2.03807342091787,5.63661929213215e-05,0.0172869503800638
"476","chr1",183236361,183236761,401,"*",7.22863205284225,8.08405698513387,4.83807245041265,2.00144923963832,5.64470385317506e-05,0.0172869503800638
"477","chr16",49023164,49023564,401,"*",7.64158516630327,4.21924959263029,8.57268047484405,-2.09998710497041,5.64773385139352e-05,0.0172869503800638
"478","chr3",3842418,3842818,401,"*",6.73195812752671,3.15712131617705,7.6701157192599,-2.09399230059168,5.64948468636884e-05,0.0172869503800638
"479","chrY",19077243,19077643,401,"*",6.6923248367086,3.25216315788709,7.62428657315993,-2.09847900064485,5.69453237044079e-05,0.0173884150862245
"480","chr2",140442293,140442693,401,"*",4.85545469087474,5.79154432817685,1.32704478570402,2.08918933771798,5.75889145343397e-05,0.0174952178376118
"481","chr6",101454280,101454680,401,"*",6.80496324736618,7.68126690127696,4.19966536810716,2.04255555243509,5.76043429789058e-05,0.0174952178376118
"482","chr15",23576082,23576482,401,"*",5.39351966230371,6.24170631613345,3.06988271798284,1.98850426461567,5.76539339668606e-05,0.0174952178376118
"483","chr8",107430278,107430678,401,"*",5.56702588909129,6.43528087560945,3.0487085194669,2.02390628230869,5.78497462923315e-05,0.0175182925294028
"484","chr6",51675889,51676289,401,"*",4.97109842775088,5.85410103898178,2.28877691112036,2.05613341559914,5.81822156535089e-05,0.0175238544654625
"485","chr3",171356224,171356624,401,"*",7.83120473296702,4.42029657450811,8.76173868294586,-2.09233311109359,5.83732925913449e-05,0.0175238544654625
"486","chr20",17315751,17316151,401,"*",6.39299677395693,7.25838939196877,3.90427940945974,2.01833370479684,5.83887980372901e-05,0.0175238544654625
"487","chr20",47152054,47152454,401,"*",6.70267238062757,7.62022323127218,3.53252617700895,2.09312792881452,5.84473585808834e-05,0.0175238544654625
"488","chr10",50362388,50362788,401,"*",6.63756117739615,3.32545419729772,7.56304183852453,-2.09385733265376,5.84671619752344e-05,0.0175238544654625
"489","chr8",138429121,138429521,401,"*",6.55091268270423,7.48492964767518,3.06751948105854,2.0878572270435,5.88232531231797e-05,0.0175945282102429
"490","chr1",75588737,75589137,401,"*",4.99517832963407,5.88911013020379,2.17676685666731,2.06626103566829,5.89938362141505e-05,0.0176095397143398
"491","chr10",69864337,69864737,401,"*",7.26214901582357,3.6364698916144,8.20249295629486,-2.07962371382575,5.94510165674224e-05,0.0177098645360844
"492","chr7",43647908,43648308,401,"*",7.8437462391351,4.57733131671713,8.76676389190837,-2.08786823997065,6.01503367128868e-05,0.0178409579004877
"493","chr4",154590612,154591012,401,"*",7.26150107808512,8.1323510669049,4.71576107020221,2.02689664574346,6.01977504634645e-05,0.0178409579004877
"494","chr8",127481611,127482011,401,"*",8.66506112107163,9.60275285565124,5.10082010443869,2.07843639227131,6.03539832710949e-05,0.0178409579004877
"495","chr8",23161487,23161887,401,"*",6.58802048365475,4.1192587633461,7.45144665999184,-2.00997567319457,6.0379000716112e-05,0.0178409579004877
"496","chr1",58296196,58296596,401,"*",5.41370551936692,6.27095046523055,3.00576386924456,1.99947970066287,6.07869432736542e-05,0.0179252852237455
"497","chrX",74924964,74925364,401,"*",6.23292848205381,7.11485542443532,3.56327990431692,2.04055721671544,6.12245913062316e-05,0.0179744482063112
"498","chr20",41249964,41250364,401,"*",5.16477033383008,6.01955291027568,2.78029071294462,1.98888071630799,6.12340612968419e-05,0.0179744482063112
"499","chr13",97311086,97311486,401,"*",5.94889236657206,3.51744127290236,6.80856071027028,-1.99860575132069,6.13839439887672e-05,0.0179744482063112
"500","chr3",166285040,166285440,401,"*",5.9442919176823,6.79503861729385,3.59737694788575,1.97959113855556,6.15271700260517e-05,0.0179744482063112
"501","chrX",88355246,88355646,401,"*",5.72815592736772,6.65508180039887,2.38851120611701,2.08135367385209,6.15681134890467e-05,0.0179744482063112
"502","chr5",160433988,160434388,401,"*",6.88794064732556,7.75063429917395,4.42653578912748,2.00495804320789,6.20320244960013e-05,0.0180346591360898
"503","chr21",34952644,34953044,401,"*",6.30666565128999,7.21426112601724,3.29605092746654,2.07344420396479,6.21472415500036e-05,0.0180346591360898
"504","chr9",101184729,101185129,401,"*",5.94651430522718,6.78936966213469,3.6700537416169,1.95999159754968,6.2258115199713e-05,0.0180346591360898
"505","chr3",171845660,171846060,401,"*",6.46015943143165,3.06966141374839,7.38967907302752,-2.07803093152716,6.2368176501864e-05,0.0180346591360898
"506","chr5",159826426,159826826,401,"*",6.67052162545667,4.23464164673094,7.53064165274125,-1.9955015345649,6.23908653042542e-05,0.0180346591360898
"507","chr7",99713979,99714379,401,"*",7.40840339331231,4.03952740475622,8.33683193562233,-2.07741853666903,6.26506163890153e-05,0.0180740231864358
"508","chrX",2704017,2704417,401,"*",7.48861695226363,4.61323119578642,8.38680438649778,-2.06157533002225,6.32117295991835e-05,0.0181060276218654
"509","chr2",126996679,126997079,401,"*",7.75860706839248,8.69402530380441,4.24494093962507,2.06959638328438,6.33623298316092e-05,0.0181060276218654
"510","chr1",10108292,10108692,401,"*",8.63679717477333,4.67482150449484,9.58975005093336,-2.0315297977144,6.34887737228469e-05,0.0181060276218654
"511","chr3",84108659,84109059,401,"*",8.15873650369791,4.92073306014135,9.08018064774096,-2.07601536927649,6.34997626395939e-05,0.0181060276218654
"512","chr10",33876491,33876891,401,"*",6.39522463595963,7.29521964173707,3.494888549227,2.06184188121916,6.35853994968727e-05,0.0181060276218654
"513","chr8",52427157,52427557,401,"*",6.44861112355503,7.3685103542152,3.23793957588122,2.0754040070855,6.36257605773683e-05,0.0181060276218654
"514","chr12",70744182,70744582,401,"*",5.55910863677231,3.06757641545901,6.42477623635977,-2.00319723577734,6.36280848167616e-05,0.0181060276218654
"515","chr13",64943800,64944200,401,"*",5.81649173533902,6.73457087027014,2.63733350697607,2.07422462889707,6.39434913642425e-05,0.0181389008723907
"516","chrX",134827530,134827930,401,"*",4.06932531918675,4.99976495276873,0.660327848329033,2.07144951061827,6.39916373827709e-05,0.0181389008723907
"517","chr6",25418740,25419140,401,"*",7.12801742197897,3.82248839931935,8.05314854612154,-2.07307163751149,6.42993298028681e-05,0.0181786709690058
"518","chr14",26233080,26233480,401,"*",4.77155318802524,5.70137839706437,1.37493831338906,2.07157187302502,6.43805144255936e-05,0.0181786709690058
"519","chr15",59591666,59592066,401,"*",6.40665008964893,3.59948200136237,7.29972051290164,-2.05007550369943,6.51883866963332e-05,0.018312081355621
"520","chr12",21350979,21351379,401,"*",5.90021216210936,6.74556081622406,3.60190209520149,1.95536975463205,6.5217958380123e-05,0.018312081355621
"521","chr5",150790228,150790628,401,"*",7.41320855597397,5.00112633043859,8.27088348732876,-1.98658070903722,6.52285893061761e-05,0.018312081355621
"522","chr9",1253644,1254044,401,"*",5.53209168830689,6.41781253760678,2.8171970246368,2.03908207857365,6.57563132530244e-05,0.0184248685855179
"523","chrX",39860255,39860655,401,"*",7.07194473454865,4.30571135886453,7.96181724908184,-2.04247985934593,6.60155657019136e-05,0.0184621428333168
"524","chr9",101582604,101583004,401,"*",6.17501332579594,3.30703716375645,7.072657468143,-2.05099989566156,6.67960747892912e-05,0.0186447730591238
"525","chr20",5297311,5297711,401,"*",5.2052552249149,6.04658566107423,2.94197842961872,1.94947171847446,6.72058569488012e-05,0.0187234237347799
"526","chr5",18048465,18048865,401,"*",6.68382765660495,7.62409858690216,3.05987684435634,2.04667989388209,6.74891763002888e-05,0.0187666100425579
"527","chr2",118654341,118654741,401,"*",6.8867344087857,7.82431242240692,3.32506765369378,2.05046905302098,6.77109597930487e-05,0.0187925537441565
"528","chr7",53811775,53812175,401,"*",7.36664392911633,8.30369003326932,3.81695453879228,2.05081301227271,6.79454747982275e-05,0.0188166636027421
"529","chr20",4243074,4243474,401,"*",5.49821643974663,6.34481748249138,3.18879071414347,1.95751052660518,6.80744125431084e-05,0.0188166636027421
"530","chr20",10705901,10706301,401,"*",7.84392337039287,5.03792517566974,8.73690374996892,-2.04001409784558,6.81837752929861e-05,0.0188166636027421
"531","chr14",61368336,61368736,401,"*",5.47995418107807,6.3003649288774,3.38509746215222,1.88754863419498,6.83748919955424e-05,0.0188338704384859
"532","chr5",150022000,150022400,401,"*",6.68076590463093,3.88314378475972,7.57309929690364,-2.03790979336783,6.88266511198887e-05,0.0189226716154124
"533","chr1",200416238,200416638,401,"*",7.33716148651861,4.75638429696266,8.21124951884301,-2.01147105363807,6.9079243935636e-05,0.0189564850562887
"534","chr3",111517802,111518202,401,"*",5.74366272960764,6.66669324388882,2.47701312830402,2.05408348881552,7.01086655001367e-05,0.0191582445981186
"535","chr20",2210774,2211174,401,"*",5.14437076976553,5.98084694068022,2.92218747147295,1.924370129639,7.01200099516311e-05,0.0191582445981186
"536","chrX",37883177,37883577,401,"*",7.13121192976345,4.40745155977239,8.01766119038765,-2.02529683652836,7.0207427012741e-05,0.0191582445981186
"537","chrX",132453117,132453517,401,"*",5.00825864558627,5.91808746203086,1.96345176942958,2.05055393352874,7.03898806648853e-05,0.0191722635113013
"538","chr5",142826932,142827332,401,"*",7.19672931044508,4.8935680289898,8.04262586602879,-1.94942894168609,7.05765680168314e-05,0.0191873813093194
"539","chr14",76653867,76654267,401,"*",6.54421114478194,7.4212502423377,3.93067252273673,2.00959567107636,7.08454186229666e-05,0.0192247389786078
"540","chr6",89506798,89507198,401,"*",6.12007521995817,6.967861600451,3.80004047845536,1.9493835915387,7.14064989245785e-05,0.0193191299931797
